name;time
getServerPrefix;367284
on_message_global;183096
getServerPrefix;385238
on_message_global;124850
getServerPrefix;370298
on_message_global;124337
getServerPrefix;366466
on_message_global;131400
getServerPrefix;365723
on_message_global;132356
getServerPrefix;360096
on_message_global;128742
on_message_global;163087
on_message_global;130058
getServerPrefix;384007
on_message_global;178898
on_message_global;130757
on_message_global;165683
getServerPrefix;360294
on_message_global;170427
getServerPrefix;372965
on_message_global;120969
getServerPrefix;359215
on_message_global;131162
getServerPrefix;360251
on_message_global;123400
getServerPrefix;362723
on_message_global;129980
on_guild_remove;127470
getServerPrefix;630495
on_message_global;130336
getServerPrefix;398364
on_message_global;127488
getServerPrefix;358343
on_message_global;130320
getServerPrefix;367888
on_message_global;129401
getServerPrefix;358431
on_message_global;179875
getServerPrefix;344787
on_message_global;121896
on_message_global;130877
getServerPrefix;364060
on_message_global;162778
getServerPrefix;355100
on_message_global;133106
on_message_global;131513
getServerPrefix;359554
on_message_global;171258
getServerPrefix;621325
on_message_global;130234
on_message_global;177400
getServerPrefix;385624
on_message_global;167119
getServerPrefix;359092
on_message_global;126780
on_message_global;172916
on_message_global;137016
getServerPrefix;367589
on_message_global;179154
getServerPrefix;412485
on_message_global;127811
getServerPrefix;372633
on_message_global;180029
getServerPrefix;593214
on_message_global;130755
getServerPrefix;385577
on_message_global;122680
getServerPrefix;630900
on_message_global;120184
on_message_global;134846
getServerPrefix;342089
on_message_global;130219
getServerPrefix;344432
on_message_global;126566
getServerPrefix;378843
on_message_global;170783
getServerPrefix;342268
on_message_global;129220
getServerPrefix;360297
on_message_global;130908
getServerPrefix;369710
on_message_global;125521
on_message_global;129336
getServerPrefix;357347
on_message_global;128155
getServerPrefix;356722
on_message_global;129594
on_message_global;125173
getServerPrefix;355313
on_message_global;124331
getServerPrefix;361805
on_message_global;129626
getServerPrefix;366589
on_message_global;176300
getServerPrefix;367943
on_message_global;135491
getServerPrefix;374230
on_message_global;131146
on_message_global;130273
getServerPrefix;358934
on_message_global;133696
getServerPrefix;419783
on_message_global;125072
getServerPrefix;376739
on_message_global;126565
getServerPrefix;656855
getServerPrefix_cog;137301
getServerPrefix;356895
on_message_global;138151
getServerPrefix;599818
on_message_global;117826
on_message_global;138921
on_message_global;129805
getServerPrefix;370354
on_message_global;124401
getServerPrefix;365051
on_message_global;175257
getServerPrefix;360856
on_message_global;179272
getServerPrefix;344770
on_message_global;121905
on_message_global;125119
getServerPrefix;372123
on_message_global;126383
getServerPrefix;411872
on_message_global;126742
on_message_global;134104
on_message_global;124475
getServerPrefix;350131
on_message_global;175334
getServerPrefix;357901
on_message_global;171312
getServerPrefix;373157
on_message_global;117528
getServerPrefix;381489
on_message_global;130884
getServerPrefix;356985
on_message_global;129129
getServerPrefix;584116
on_message_global;124137
getServerPrefix;625915
on_message_global;133063
getServerPrefix;662414
on_message_global;125353
on_message_global;124149
on_message_global;131448
on_message_global;131857
getServerPrefix;361448
on_message_global;125275
getServerPrefix;369611
on_message_global;171026
on_message_global;130103
getServerPrefix;383720
on_message_global;123976
getServerPrefix;367876
on_message_global;134647
on_message_global;136536
getServerPrefix;377462
on_message_global;71244
getServerPrefix;353561
on_message_global;130316
getServerPrefix;374105
on_message_global;128866
getServerPrefix;412219
on_message_global;123639
getServerPrefix;386136
on_message_global;126540
getServerPrefix;356717
on_message_global;174199
on_message_global;126377
getServerPrefix;366579
on_message_global;134172
getServerPrefix;370116
on_message_global;130770
getServerPrefix;376216
on_message_global;121360
getServerPrefix;399049
on_message_global;176192
getServerPrefix;360826
on_message_global;127608
getServerPrefix;393727
on_message_global;165239
getServerPrefix;395157
on_message_global;130108
on_message_global;129269
on_message_global;165109
getServerPrefix;350855
on_message_global;125832
getServerPrefix;673753
on_message_global;176792
getServerPrefix;390901
on_message_global;165326
getServerPrefix;351486
on_message_global;125222
getServerPrefix;363290
on_message_global;131471
on_message_global;127667
on_message_global;57065
on_message_global;134405
getServerPrefix;355783
on_message_global;132202
getServerPrefix;382103
on_message_global;162048
on_message_global;130775
getServerPrefix;683937
on_message_global;133817
getServerPrefix;347189
on_message_global;165517
getServerPrefix;374534
on_message_global;138649
on_message_global;178088
